0, 57
502, 29
1005, 14
1509, 10
2011, 28
2514, 38
3017, 54
3519, 47
4022, 47
4526, 28
5029, 37
5531, 27
6033, 28
6535, 26
7038, 25
7540, 35
8042, 39
8546, 24
9047, 29
9550, 16
10052, 35
10554, 25
11057, 36
11559, 26
12061, 35
12564, 31
13067, 43
13571, 65
14076, 66
14579, 64
15081, 53
15585, 35
16096, 42
16598, 39
17100, 31
17603, 27
18106, 40
18608, 33
19111, 36
19613, 32
20115, 32
20617, 34
21121, 27
21624, 19
22126, 32
22628, 20
23131, 24
23633, 18
24136, 28
24639, 19
25141, 28
25644, 16
26146, 25
26648, 15
27151, 25
27654, 12
28156, 25
28660, 17
29162, 27
29664, 15
30166, 25
30668, 17
31171, 22
31673, 18
32176, 24
32679, 18
33182, 20
33683, 9
34185, 13
