0, 0
78, 0
149, 7
228, 5
305, 7
383, 7
461, 6
540, 6
617, 7
700, 2
774, 6
852, 7
930, 7
1009, 5
1087, 5
1164, 6
1244, 5
1321, 6
1399, 6
1479, 5
1556, 6
1634, 6
1717, 1
1791, 4
1870, 4
1946, 6
2024, 6
2102, 6
2180, 6
2259, 5
2337, 6
2415, 6
2493, 6
2571, 6
2649, 6
2729, 4
2805, 6
2883, 6
2962, 5
3040, 6
3119, 5
3197, 5
3274, 6
3353, 5
3430, 6
3509, 6
3586, 6
3668, 3
3763, -13
3826, 1
3899, 6
3977, 6
4055, 6
4135, 6
4212, 6
4290, 5
4367, 7
4445, 6
4523, 7
4602, 6
4681, 5
4758, 6
4852, -8
4915, 6
4992, 7
5071, 6
5148, 7
5227, 6
5305, 6
5383, 6
5461, 7
5539, 7
5619, 5
5704, -1
5782, -1
5860, -1
5929, 7
6008, 6
6086, 6
6164, 6
6243, 6
6321, 5
6398, 6
6477, 6
6554, 7
6633, 6
6734, -16
6805, -9
6879, -5
6947, 5
7023, 6
7101, 7
7180, 6
7259, 6
7336, 7
7415, 6
7492, 6
7571, 5
7649, 6
7729, 4
7807, 4
7883, 6
7961, 6
8039, 7
8117, 6
8196, 5
8274, 6
8352, 6
8429, 7
8508, 6
8586, 6
8666, 4
8743, 6
8820, 6
8899, 6
8976, 7
9054, 7
9135, 4
9211, 6
9289, 7
9367, 6
9445, 7
9524, 5
9602, 6
9680, 6
9767, -2
9882, -39
9915, 5
9992, 7
10070, 7
10148, 7
10229, 4
10304, 7
10382, 6
10462, 5
10540, 5
10618, 5
10695, 6
10774, 6
10866, -7
10944, -7
11008, 6
11086, 6
11163, 7
11245, 3
11321, 6
11398, 7
11476, 6
11555, 6
11632, 7
11712, 5
11790, 6
11870, 3
11973, -21
12023, 7
12101, 6
12180, 6
12257, 7
12336, 6
12414, 7
12492, 6
12570, 6
12649, 6
12748, -14
12805, 6
12887, 1
12960, 7
13039, 6
13117, 6
13195, 6
13273, 6
13351, 7
13430, 6
13507, 7
13585, 6
13664, 6
13743, 5
13822, 5
13899, 6
13976, 7
14055, 5
14132, 7
14211, 6
14290, 5
14367, 6
14445, 6
14524, 5
14602, 5
14679, 7
14786, -21
14836, 6
14914, 6
14992, 6
15070, 6
15149, 6
15227, 6
15305, 6
15384, 5
15461, 6
15539, 5
15617, 6
15700, 1
15787, -6
15873, -15
15946, -10
16008, 5
16085, 6
16163, 6
16242, 6
16320, 6
16397, 7
16476, 6
16554, 7
16633, 5
16711, 5
16808, -13
16867, 6
16944, 7
17022, 7
17101, 6
17180, 6
17257, 7
17335, 6
17414, 6
17491, 7
17571, 5
17648, 6
17726, 6
17810, 0
17886, 3
17960, 7
18039, 6
18117, 6
18196, 5
18273, 6
18358, 0
18429, 6
18507, 6
18586, 5
18664, 6
18741, 6
18827, 0
18913, -8
18975, 7
19055, 6
19132, 7
19211, 5
19290, 4
19367, 6
19444, 7
19523, 6
19601, 7
19679, 6
19758, 5
19852, -9
19921, -1
19991, 7
20070, 6
20147, 7
20226, 6
20303, 7
20383, 6
20460, 6
20539, 6
20617, 6
20702, 0
20773, 6
20858, 0
20930, 6
21006, 7
21085, 6
21163, 6
21242, 5
21320, 6
21399, 5
21477, 5
21555, 5
21633, 5
21710, 6
21795, 0
21886, -13
21945, 6
22023, 6
22100, 7
22179, 6
22257, 7
22335, 6
22413, 7
22492, 6
22570, 6
22649, 5
22734, -1
22864, -53
22898, -9
22959, 7
23038, 7
23120, 3
23195, 5
23275, 4
23350, 7
23429, 6
23508, 5
23585, 7
23664, 6
23741, 6
23821, 5
23898, 6
24024, -41
24053, 7
24131, 7
24211, 5
24289, 6
24367, 5
24445, 5
24522, 7
24600, 7
24679, 6
24757, 6
24835, 6
24935, -15
24992, 5
25069, 7
25148, 6
25225, 7
25304, 6
25382, 6
25460, 6
25537, 7
25616, 6
25695, 6
25805, -25
25854, 3
25969, -34
26006, 7
26086, 5
26163, 6
26242, 5
26319, 6
26399, 4
26475, 6
26556, 4
26632, 6
26710, 6
26797, -2
26866, 6
27006, -54
27206, -177
27242, -135
27259, -73
27278, -14
27336, 5
27414, 6
27491, 6
27570, 5
27650, 4
27763, -31
27805, 5
27887, 1
27959, 7
28078, -33
28117, 6
28194, 6
28275, 3
28356, 1
28428, 7
28508, 5
28588, 3
28662, 7
28741, 6
28819, 6
28902, 2
29005, -22
29090, -30
29161, -22
29210, 6
29287, 7
29370, 3
29444, 6
29522, 6
29602, 5
29680, 5
29758, 4
29850, -8
29961, -41
